title;abstract;journal;area;field
LANDAU-DE GENNES CORRECTIONS TO THE OSEEN-FRANK THEORY OF NEMATIC LIQUID CRYSTALS;WE STUDY THE ASYMPTOTIC BEHAVIOR OF THE MINIMISERS OF THE LANDAU-DE GENNES MODEL FOR NEMATIC LIQUID CRYSTALS IN A TWO-DIMENSIONAL DOMAIN IN THE REGIME OF SMALL ELASTIC CONSTANT. AT LEADING ORDER IN THE ELASTICITY CONSTANT, THE MINIMUM-ENERGY CONFIGURATIONS CAN BE DESCRIBED BY THE;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
THERMODYNAMIC LIMIT OF CRYSTAL DEFECTS WITH FINITE TEMPERATURE TIGHT BINDING;WE CONSIDER A TIGHT BINDING MODEL FOR LOCALISED CRYSTALLINE DEFECTS WITH ELECTRONS IN THE CANONICAL ENSEMBLE (FINITE FERMI TEMPERATURE) AND NUCLEI POSITIONS RELAXED ACCORDING TO THE BORN-OPPENHEIMER APPROXIMATION. WE PROVE THAT THE LIMIT MODEL AS THE COMPUTATIONAL DOMAIN SIZE GRO;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
SHARP TRACE HARDY-SOBOLEV-MAZ'YA INEQUALITIES AND THE FRACTIONAL LAPLACIAN (VOL 208, PG 109, 2013);WE BECAME AWARE OF A GAP IN THE PROOF OF THEOREMS 2(III) AND 6(II) OF [1] IN THE CASE.;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
DISCLINATIONS IN LIMITING LANDAU-DE GENNES THEORY;IN THIS ARTICLE WE STUDY THE LOW-TEMPERATURE LIMIT OF A LANDAU-DE GENNES THEORY. WITHIN ALL S-2-VALUED R-AXIALLY SYMMETRIC MAPS (SEE DEFINITION 1.1), THE LIMITING ENERGY FUNCTIONAL HAS AT LEAST TWO DISTINCT ENERGY MINIMIZERS. ONE MINIMIZER HAS A BIAXIAL TORUS STRUCTURE, WHILE ANO;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
CONVERGENCE OF PHASE-FIELD FREE ENERGY AND BOUNDARY FORCE FOR MOLECULAR SOLVATION;WE STUDY A PHASE-FIELD VARIATIONAL MODEL FOR THE SOLVATION OF CHARGED MOLECULES WITH AN IMPLICIT SOLVENT. THE SOLVATION FREE-ENERGY FUNCTIONAL OF ALL PHASE FIELDS CONSISTS OF THE SURFACE ENERGY, SOLUTE EXCLUDED VOLUME AND SOLUTE-SOLVENT VAN DER WAALS DISPERSION ENERGY, AND ELECTR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
SOBOLEV STABILITY OF PRANDTL EXPANSIONS FOR THE STEADY NAVIER-STOKES EQUATIONS;WE SHOW THE H-1 STABILITY OF SHEAR FLOWS OF PRANDTL TYPE:>, IN THE STEADY TWO-DIMENSIONAL NAVIER-STOKES EQUATIONS, UNDER THE NATURAL ASSUMPTIONS THAT US(Y)>0 FOR Y>0, US(0)=0, AND US(0)>0. OUR RESULT IS IN SHARP CONTRAST WITH THE UNSTEADY ONES, IN WHICH AT MOST GEVREY STABILITY C;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
ENERGY OF THE COULOMB GAS ON THE SPHERE AT LOW TEMPERATURE;WE CONSIDER THE COULOMB GAS OF N PARTICLES ON THE SPHERE AND SHOW THAT THE LOGARITHMIC ENERGY OF THE CONFIGURATIONS APPROACHES THE MINIMAL ENERGY UP TO AN ERROR OF ORDER LOG N, WITH EXPONENTIALLY HIGH PROBABILITY AND ON AVERAGE, PROVIDED THE TEMPERATURE IS O(1/N).;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
ON EXISTENCE AND UNIQUENESS TO HOMOGENEOUS BOLTZMANN FLOWS OF MONATOMIC GAS MIXTURES;WE SOLVE THE CAUCHY PROBLEM FOR THE FULL NON-LINEAR HOMOGENEOUS BOLTZMANN SYSTEM OF EQUATIONS DESCRIBING MULTI-COMPONENT MONATOMIC GAS MIXTURES FOR BINARY INTERACTIONS IN THREE DIMENSIONS. MORE PRECISELY, WE SHOW THE EXISTENCE AND UNIQUENESS OF THE VECTOR VALUE SOLUTION BY MEANS ;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
BIFURCATION OF SYMMETRIC DOMAIN WALLS FOR THE BENARD-RAYLEIGH CONVECTION PROBLEM;WE PROVE THE EXISTENCE OF DOMAIN WALLS FOR THE BENARD-RAYLEIGH CONVECTION PROBLEM. OUR APPROACH RELIES UPON A SPATIAL DYNAMICS FORMULATION OF THE HYDRODYNAMIC PROBLEM, A CENTER MANIFOLD REDUCTION, AND A NORMAL FORMS ANALYSIS OF AN EIGHT-DIMENSIONAL REDUCED SYSTEM. DOMAIN WALLS AR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
AN A POSTERIORI KAM THEOREM FOR WHISKERED TORI IN HAMILTONIAN PARTIAL DIFFERENTIAL EQUATIONS WITH APPLICATIONS TO SOME ILL-POSED EQUATIONS;THE GOAL OF THIS PAPER IS TO DEVELOP A KAM THEORY FOR TORI WITH HYPERBOLIC DIRECTIONS, WHICH APPLIES TO HAMILTONIAN PARTIAL DIFFERENTIAL EQUATIONS, EVEN TO SOME ILL-POSED ONES. THE MAIN RESULT HAS AN A-POSTERIORI FORMAT, THAT IS, WE SHOW THAT IF THERE IS AN APPROXIMATE SOLUTION O;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
EXISTENCE AND REGULARITY OF SPHERES MINIMISING THE CANHAM-HELFRICH ENERGY;WE PROVE THE EXISTENCE AND REGULARITY OF MINIMISERS FOR THE CANHAM-HELFRICH ENERGY IN THE CLASS OF WEAK (POSSIBLY BRANCHED AND BUBBLED) IMMERSIONS OF THE 2-SPHERE. THIS SOLVES (THE SPHERICAL CASE) OF THE MINIMISATION PROBLEM PROPOSED BY HELFRICH IN 1973, MODELLING LIPID BILAYER M;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
GAUGE MOMENTA AS CASIMIR FUNCTIONS OF NONHOLONOMIC SYSTEMS;WE CONSIDER NONHOLONOMIC SYSTEMS WITH SYMMETRY POSSESSING A CERTAIN TYPE OF FIRST INTEGRAL WHICH IS LINEAR IN THE VELOCITIES. WE DEVELOP A SYSTEMATIC METHOD FOR MODIFYING THE STANDARD NONHOLONOMIC ALMOST POISSON STRUCTURE THAT DESCRIBES THE DYNAMICS SO THAT THESE INTEGRALS BECOME;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
STABILITY OF NONLINEAR WAVE PATTERNS TO THE BIPOLAR VLASOV-POISSON-BOLTZMANN SYSTEM;THE MAIN PURPOSE OF THE PRESENT PAPER IS TO INVESTIGATE THE NONLINEAR STABILITY OF VISCOUS SHOCK WAVES AND RAREFACTION WAVES FOR THE BIPOLAR VLASOV-POISSON-BOLTZMANN (VPB) SYSTEM. TO THIS END, MOTIVATED BY THE MICRO-MACRO DECOMPOSITION TO THE BOLTZMANN EQUATION IN LIU AND YU (COM;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
MORSE THEORY AND RELATIVE EQUILIBRIA IN THE PLANAR N-VORTEX PROBLEM;MORSE THEORETICAL IDEAS ARE APPLIED TO THE STUDY OF RELATIVE EQUILIBRIA IN THE PLANAR N-VORTEX PROBLEM. FOR THE CASE OF POSITIVE CIRCULATIONS, WE PROVE THAT THE MORSE INDEX OF A CRITICAL POINT OF THE HAMILTONIAN RESTRICTED TO A LEVEL SURFACE OF THE ANGULAR IMPULSE IS EQUAL TO THE;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
IMPROBABILITY OF WANDERING ORBITS PASSING THROUGH A SEQUENCE OF POINCARE SURFACES OF DECREASING SIZE;GIVEN A VOLUME PRESERVING DYNAMICAL SYSTEM WITH NON-COMPACT PHASE SPACE, ONE IS SOMETIMES INTERESTED IN SPECIAL SUBSETS OF ITS WANDERING SET. ONE EXAMPLE FROM CELESTIAL MECHANICS IS THE SET OF INITIAL VALUES LEADING TO COLLISION. ANOTHER ONE IS THE SET OF INITIAL VALUES OF SEMI-O;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
NONCONVEX MODEL OF MATERIAL GROWTH: MATHEMATICAL THEORY;THE MODEL OF VOLUMETRIC MATERIAL GROWTH IS INTRODUCED IN THE FRAMEWORK OF FINITE ELASTICITY. THE NEW RESULTS OBTAINED FOR THE MODEL ARE PRESENTED WITH COMPLETE PROOFS. THE STATE VARIABLES INCLUDE THE DEFORMATIONS, TEMPERATURE AND THE GROWTH FACTOR MATRIX FUNCTION. THE EXISTENCE O;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
BOUNDARY EQUATIONS AND REGULARITY THEORY FOR GEOMETRIC VARIATIONAL SYSTEMS WITH NEUMANN DATA;WE STUDY BOUNDARY REGULARITY OF MAPS FROM TWO-DIMENSIONAL DOMAINS INTO MANIFOLDS WHICH ARE CRITICAL WITH RESPECT TO A GENERIC CONFORMALLY INVARIANT VARIATIONAL FUNCTIONAL AND WHICH, AT THE BOUNDARY, INTERSECT PERPENDICULARLY WITH A SUPPORT MANIFOLD. FOR EXAMPLE, HARMONIC MAPS, OR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
HOMOGENIZATION OF THE STATIONARY MAXWELL SYSTEM WITH PERIODIC COEFFICIENTS IN A BOUNDED DOMAIN;IN A BOUNDED DOMAIN O. R3 OF CLASS C1,1, WE CONSIDER A STATIONARY MAXWELL SYSTEM WITH THE PERFECT CONDUCTIVITY BOUNDARY CONDITIONS. IT IS ASSUMED THAT THE DIELECTRIC PERMITTIVITY AND THE MAGNETIC PERMEABILITY ARE GIVEN BY.(X/ E) AND MU(X/ E), WHERE.(X) AND MU(X) ARE SYMMETRIC (3 ;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
REGULARITY FOR FULLY NONLINEAR ELLIPTIC EQUATIONS WITH OBLIQUE BOUNDARY CONDITIONS;IN THIS PAPER, WE OBTAIN A SERIES OF REGULARITY RESULTS FOR VISCOSITY SOLUTIONS OF FULLY NONLINEAR ELLIPTIC EQUATIONS WITH OBLIQUE DERIVATIVE BOUNDARY CONDITIONS. IN PARTICULAR, WE DERIVE THE POINTWISE C (ALPHA), C (1,ALPHA) AND C (2,ALPHA) REGULARITY. AS BYPRODUCTS, WE ALSO PROV;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
ON THE MOTION OF A BODY WITH A CAVITY FILLED WITH COMPRESSIBLE FLUID;WE STUDY THE MOTION OF THE SYSTEM, S, CONSTITUTED BY A RIGID BODY, B, CONTAINING IN ITS INTERIOR A VISCOUS COMPRESSIBLE FLUID, AND MOVING IN ABSENCE OF EXTERNAL FORCES. OUR MAIN OBJECTIVE IS TO CHARACTERIZE THE LONG TIME BEHAVIOR OF THE COUPLED SYSTEM BODY-FLUID. UNDER SUITABLE A;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
NON-EXISTENCE OF CLASSICAL SOLUTIONS WITH FINITE ENERGY TO THE CAUCHY PROBLEM OF THE COMPRESSIBLE NAVIER-STOKES EQUATIONS;THE WELL-POSEDNESS OF CLASSICAL SOLUTIONS WITH FINITE ENERGY TO THE COMPRESSIBLE NAVIER-STOKES EQUATIONS (CNS) SUBJECT TO ARBITRARILY LARGE AND SMOOTH INITIAL DATA IS A CHALLENGING PROBLEM. IN THE CASE WHEN THE FLUID DENSITY IS AWAY FROM VACUUM (STRICTLY POSITIVE), THIS PROBLEM W;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
RECOVERY OF MATERIAL PARAMETERS IN TRANSVERSELY ISOTROPIC MEDIA;IN THIS PAPER WE SHOW THAT IN ANISOTROPIC ELASTICITY, IN THE PARTICULAR CASE OF TRANSVERSELY ISOTROPIC MEDIA, UNDER APPROPRIATE CONVEXITY CONDITIONS, KNOWLEDGE OF THE QSH WAVE TRAVEL TIMES DETERMINES THE TILT OF THE AXIS OF ISOTROPY AS WELL AS SOME OF THE ELASTIC MATERIAL PARAMET;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
COMMENTS ON THE PAPER 'STATIC SOLUTIONS OF THE VLASOV-EINSTEIN SYSTEM' BY G. WOLANSKY;IN THIS NOTE WE ADDRESS THE ATTEMPTED PROOF OF THE EXISTENCE OF STATIC SOLUTIONS TO THE EINSTEIN-VLASOV SYSTEM AS GIVEN IN WOLANSKY (ARCH RATION MECH ANAL 156:205-230, 2001). WE FOCUS ON A SPECIFIC AND CENTRAL PART OF THE PROOF WHICH CONCERNS A VARIATIONAL PROBLEM WITH AN OBSTACL;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
OPTIMAL TRANSPORTATION BETWEEN UNEQUAL DIMENSIONS;WE ESTABLISH THAT SOLVING AN OPTIMAL TRANSPORTATION PROBLEM IN WHICH THE SOURCE AND TARGET DENSITIES ARE DEFINED ON SPACES WITH DIFFERENT DIMENSIONS, IS EQUIVALENT TO SOLVING A NEW NONLOCAL ANALOG OF THE MONGE-AMPERE EQUATION, INTRODUCED HERE FOR THE FIRST TIME. UNDER SUITABLE TO;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
NONLOCAL-TO-LOCAL CONVERGENCE OF CAHN-HILLIARD EQUATIONS: NEUMANN BOUNDARY CONDITIONS AND VISCOSITY TERMS;WE CONSIDER A CLASS OF NONLOCAL VISCOUS CAHN-HILLIARD EQUATIONS WITH NEUMANN BOUNDARY CONDITIONS FOR THE CHEMICAL POTENTIAL. THE DOUBLE-WELL POTENTIAL IS ALLOWED TO BE SINGULAR (E.G. OF LOGARITHMIC TYPE), WHILE THE SINGULARITY OF THE CONVOLUTION KERNEL DOES NOT FALL IN ANY AVAILA;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
THE EFFECT OF FOREST DISLOCATIONS ON THE EVOLUTION OF A PHASE-FIELD MODEL FOR PLASTIC SLIP;WE CONSIDER THE GRADIENT FLOW EVOLUTION OF A PHASE-FIELD MODEL FOR CRYSTAL DISLOCATIONS IN A SINGLE SLIP SYSTEM IN THE PRESENCE OF FOREST DISLOCATIONS. THE MODEL IS BASED ON A PEIERLS-NABARRO TYPE ENERGY PENALIZING NON-INTEGER SLIP AND ELASTIC STRESS. FOREST DISLOCATIONS ARE INTR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
A DENSITY RESULT IN GSBD(P) WITH APPLICATIONS TO THE APPROXIMATION OF BRITTLE FRACTURE ENERGIES;"WE PROVE THAT ANY FUNCTION IN GSBDP(), WITH A N-DIMENSIONAL OPEN BOUNDED SET WITH FINITE PERIMETER, IS APPROXIMATED BY FUNCTIONS UKSBV(;RN)L(;RN) WHOSE JUMP IS A FINITE UNION OF C-1 HYPERSURFACES. THE APPROXIMATION TAKES PLACE IN THE SENSE OF GRIFFITH-TYPE ENERGIES W(E(U))DX+HN-1";ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
OPTIMAL REGULARITY AND STRUCTURE OF THE FREE BOUNDARY FOR MINIMIZERS IN COHESIVE ZONE MODELS;WE STUDY OPTIMAL REGULARITY AND FREE BOUNDARY FOR MINIMIZERS OF AN ENERGY FUNCTIONAL ARISING IN COHESIVE ZONE MODELS FOR FRACTURE MECHANICS. UNDER SMOOTHNESS ASSUMPTIONS ON THE BOUNDARY CONDITIONS AND ON THE FRACTURE ENERGY DENSITY, WE SHOW THAT MINIMIZERS ARE C1,1/2AND THAT NEAR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
SEMICLASSICAL LIMIT OF THE SCHRODINGER-POISSON-LANDAU-LIFSHITZ-GILBERT SYSTEM;THE SCHRODINGER-POISSON-LANDAU-LIFSHITZ-GILBERT (SPLLG) SYSTEM IS AN EFFECTIVE MICROSCOPIC MODEL THAT DESCRIBES THE COUPLING BETWEEN CONDUCTION ELECTRON SPINS AND THE MAGNETIZATION IN FERROMAGNETIC MATERIALS. THIS SYSTEM HAS BEEN USED IN CONNECTION WITH THE STUDY OF SPIN TRANSFER;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
CRITICAL POINT THEORY FOR THE LORENTZ FORCE EQUATION;IN THIS PAPER WE STUDY THE EXISTENCE AND MULTIPLICITY OF SOLUTIONS OF THE LORENTZ FORCE EQUATION |Q|2E(T,Q)+QXB(T,Q)WITH PERIODIC OR DIRICHLET BOUNDARY CONDITIONS. IN SPECIAL RELATIVITY, THIS EQUATION MODELS THE MOTION OF A SLOWLY ACCELERATED ELECTRON UNDER THE INFLUENCE OF AN EL;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
A MEAN-FIELD LIMIT OF THE LOHE MATRIX MODEL AND EMERGENT DYNAMICS;THE LOHE MATRIX MODEL IS A CONTINUOUS-TIME DYNAMICAL SYSTEM DESCRIBING THE COLLECTIVE DYNAMICS OF GROUP ELEMENTS IN THE UNITARY GROUP MANIFOLD, AND IT HAS BEEN INTRODUCED AS A TOY MODEL FOR THE NON-ABELIAN GENERALIZATION OF THE KURAMOTO MODEL. IN THE ABSENCE OF COUPLINGS, IT REDU;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
CHARACTERIZATION OF OPTIMAL CARBON NANOTUBES UNDER STRETCHING AND VALIDATION OF THE CAUCHY-BORN RULE;CARBON NANOTUBES ARE MODELED AS POINT CONFIGURATIONS AND INVESTIGATED BY MINIMIZING CONFIGURATIONAL ENERGIES INCLUDING TWO- AND THREE-BODY INTERACTIONS. OPTIMAL CONFIGURATIONS ARE IDENTIFIED WITH LOCAL MINIMA AND THEIR FINE GEOMETRY IS FULLY CHARACTERIZED IN TERMS OF LOWER-DIMENS;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
UNIQUENESS OF SOLUTIONS TO A GAS-DISK INTERACTION SYSTEM;IN THIS PAPER WE GIVE AN ELEMENTARY PROOF OF THE UNIQUENESS OF SOLUTIONS TO A GAS-DISK INTERACTION SYSTEM WITH DIFFUSIVE BOUNDARY CONDITION. THE EXISTENCE OF NEAR-EQUILIBRIUM SOLUTIONS FOR THIS TYPE OF SYSTEM WITH VARIOUS BOUNDARY CONDITIONS HAS BEEN EXTENSIVELY STUDIED IN AOKI E;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
PARABOLIC THEORY AS A HIGH-DIMENSIONAL LIMIT OF ELLIPTIC THEORY;THE AIM OF THIS ARTICLE IS TO SHOW HOW CERTAIN PARABOLIC THEOREMS FOLLOW FROM THEIR ELLIPTIC COUNTERPARTS. THIS TECHNIQUE IS DEMONSTRATED THROUGH NEW PROOFS OF FIVE IMPORTANT THEOREMS IN PARABOLIC UNIQUE CONTINUATION AND THE REGULARITY THEORY OF PARABOLIC EQUATIONS AND GEOMETRIC ;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
DECAY RESULTS OF THE NONSTATIONARY NAVIER-STOKES FLOWS IN HALF-SPACES;THERE IS A LONG STANDING PROBLEM ON THE NONSTATIONARY NAVIER-STOKES EQUATIONS WHICH PERTAINS TO HOW TO CHARACTERIZE THE L-1-TIME ASYMPTOTIC EXPANSION OF THE NAVIER-STOKES FLOWS IN THE HALF SPACE. BEYOND A FEW PARTIAL RESULTS, NEW PROGRESS HAS NOT YET TO BE MADE ON THIS OPEN QUEST;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
LIFTINGS, YOUNG MEASURES, AND LOWER SEMICONTINUITY;"THIS WORK INTRODUCES LIFTINGS AND THEIR ASSOCIATED YOUNG MEASURES AS NEW TOOLS TO STUDY THE ASYMPTOTIC BEHAVIOUR OF SEQUENCES OF PAIRS (U(J), DU(J))(J) FOR (UJ)J< SUBSET OF>BV(;RM) UNDER WEAK* CONVERGENCE. THESE TOOLS ARE THEN USED TO PROVE AN INTEGRAL REPRESENTATION THEOREM FOR ";ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
FLUCTUATIONS AROUND A HOMOGENISED SEMILINEAR RANDOM PDE;WE CONSIDER A SEMILINEAR PARABOLIC PARTIAL DIFFERENTIAL EQUATION IN R+ X[0, 1](D), WHERE D = 1, 2 OR 3, WITH A HIGHLY OSCILLATING RANDOM POTENTIAL AND EITHER HOMOGENEOUS DIRICHLET OR NEUMANN BOUNDARY CONDITION. IF THE AMPLITUDE OF THE OSCILLATIONS HAS THE RIGHT SIZE COMPARED TO I;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
LOCALIZED SMOOTHING FOR THE NAVIER-STOKES EQUATIONS AND CONCENTRATION OF CRITICAL NORMS NEAR SINGULARITIES;THIS PAPER IS CONCERNED WITH TWO DUAL ASPECTS OF THE REGULARITY QUESTION FOR THE NAVIER-STOKES EQUATIONS. FIRST, WE PROVE A LOCAL-IN-TIME LOCALIZED SMOOTHING EFFECT FOR LOCAL ENERGY SOLUTIONS. MORE PRECISELY, IF THE INITIAL DATA RESTRICTED TO THE UNIT BALL BELONGS TO THE SCALE-CR;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
NONDEGENERACY, MORSE INDEX AND ORBITAL STABILITY OF THE KP-I LUMP SOLUTION;USING BACKLUND TRANSFORMATION, WE ANALYZE THE SPECTRAL PROPERTY OF THE KP-I LUMP SOLUTION. IT IS PROVED THAT THE LUMP IS NONDEGENERATE AND ITS MORSE INDEX EQUALS ONE. AS A CONSEQUENCE, WE SHOW THAT IT IS ORBITALLY STABLE.;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
TRANSITION THRESHOLD FOR THE 2-D COUETTE FLOW IN A FINITE CHANNEL;IN THIS PAPER, WE STUDY THE TRANSITION THRESHOLD PROBLEM FOR THE 2-D NAVIER-STOKES EQUATIONS AROUND THE COUETTE FLOW (Y, 0) AT HIGH REYNOLDS NUMBER RE IN A FINITE CHANNEL. WE DEVELOP A SYSTEMATIC METHOD TO ESTABLISH THE RESOLVENT ESTIMATES OF THE LINEARIZED OPERATOR AND SPACE-TIM;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS;Mathematics;Analysis
LIGHT-FUELED BEATING COFFEE-RING DEPOSITION FOR DROPLET EVAPORATIVE CRYSTALLIZATION;Y CONDENSED DEPOSITION FAVORS BIOCHEMICAL ANALYSIS, BIOASSAYS, AND CLINICAL DIAGNOSIS, BUT THE EXISTING STRATEGIES MAY SUFFER FROM LOW RESOLUTION, INACCURATE CONTROL, CROSS-CONTAMINATION, OR MISCELLANEOUS APPARATUS. HEREIN, WE PROPOSE A NONCONTACT LIGHT STRATEGY TO ENABLE THE CON;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
METHOD FOR MOLECULAR LAYER DEPOSITION USING GAS CLUSTER ION BEAM SPUTTERING WITH EXAMPLE APPLICATION IN SITU MATRIX-ENHANCED SECONDARY ION MASS SPECTROMETRY;WE INTRODUCE A TECHNIQUE FOR THE DIRECTED TRANSFER OF MOLECULES FROM AN ADJACENT RESERVOIR ONTO A SAMPLE SURFACE INSIDE THE VACUUM CHAMBER OF A TOF-SIMS INSTRUMENT USING GAS CLUSTER ION BEAM (GCIB) SPUTTERING. AN EXAMPLE APPLICATION FOR IN SITU MATRIX-ENHANCED SECONDARY ION MASS ;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
COUNTERION OPTIMIZATION DRAMATICALLY IMPROVES SELECTIVITY FOR PHOSPHOPEPTIDES AND GLYCOPEPTIDES IN ELECTROSTATIC REPULSION-HYDROPHILIC INTERACTION CHROMATOGRAPHY;A WELL-HYDRATED COUNTERION CAN SELECTIVELY AND DRAMATICALLY INCREASE RETENTION OF A CHARGED ANALYTE IN HYDROPHILIC INTERACTION CHROMATOGRAPHY. THE EFFECT IS ENHANCED IF THE COLUMN IS CHARGED, AS IN ELECTROSTATIC REPULSION-HYDROPHILIC INTERACTION CHROMATOGRAPHY (ERLIC). THIS COMBI;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
TO LOVE AND TO KILL: ACCURATE AND SELECTIVE COLORIMETRY FOR BOTH CHLORIDE AND MERCURY IONS REGULATED BY ELECTRO-SYNTHESIZED OXIDASE-LIKE SNTE NANOBELTS;HEREIN, SNTE NANOBELTS (NBS) WITH EFFICIENT OXIDASE-MIMETIC ACTIVITY WERE SYNTHESIZED BY THE SIMPLE ELECTROCHEMICAL EXFOLIATION METHOD. A SPECIFIC INHIBITION EFFECT OF CL- ON THE ENZYMATIC BEHAVIOR OF THE PURE SNTE NBS WAS DISCOVERED, WHICH WAS ACCORDINGLY USED FOR ESTABLISHING A;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
INTEGRATION AND QUANTITATIVE VISUALIZATION OF 3,3 ',5,5 '-TETRAMETHYLBENZIDINE-PROBED ENZYME-LINKED IMMUNOSORBENT ASSAY-LIKE SIGNALS IN A PHOTOTHERMAL BAR-CHART MICROFLUIDIC CHIP FOR MULTIPLEXED IMMUNOSENSING;THE PHOTOTHERMAL EFFECT SHOWS SIGNIFICANT PROMISE FOR VARIOUS BIOMEDICAL APPLICATIONS BUT IS RARELY EXPLOITED FOR MICROFLUIDIC LAB-ON-A-CHIP BIOASSAYS. HEREIN, A PHOTOTHERMAL BAR-CHART MICROFLUIDIC IMMUNOSENSING CHIP, WITH THE INTEGRATION OF THE CONVENTIONAL 3,3',5,5'-TETRAMETHYL;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
SCANNING APERTURE APPROACH FOR SPATIALLY SELECTIVE ATR-FTIR SPECTROSCOPY: APPLICATION TO MICROFLUIDICS;WE PRESENT A NOVEL SPECTROSCOPY ACCESSORY THAT CAN EASILY CONVERT ANY FOURIER TRANSFORM INFRARED (FTIR) SPECTROMETER INTO A FULLY AUTOMATED MAPPING AND ASSAYING SYSTEM. THE ACCESSORY USES A MULTIRIDGE ATTENUATED TOTAL REFLECTION (ATR) WAFER AS THE SENSING ELEMENT COUPLED WITH A M;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
DEVELOPMENT AND CHARACTERIZATION OF NOVEL FLOW INJECTION, THIN-LAYER, AND BATCH CELLS FOR ELECTROANALYTICAL APPLICATIONS USING SCREEN-PRINTED ELECTRODES;IN THE PRESENT PAPER, THE DESIGN, FABRICATION, AND ANALYTICAL APPLICATIONS OF THREE NOVEL CELLS FOR FLOW INJECTION, THIN-LAYER, AND BATCH ELECTROCHEMICAL MEASUREMENTS USING SCREEN-PRINTED ELECTRODE CHIPS (SPECS) ARE DESCRIBED. EACH CELL CONSISTED OF AN ACRYLIC BASE AND A TRANSPAR;ANALYTICAL CHEMISTRY;Chemistry;Analytical Chemistry
